machine_id,plant_location,temperature,vibration,pressure,humidity,runtime_hours,load_percentage,maintenance_history,failure_within_7days
M01098,Plant_B,76.04,0.949,44.26,45.69,2073,53.72,5,0
M01099,Plant_B,83.17,1.139,42.73,64.21,1644,66.55,2,0
M01100,Plant_C,76.67,0.254,38.93,48.27,2644,74.78,2,0
M01101,Plant_C,79.07,0.212,25.98,49.91,894,52.87,4,0
M01102,Plant_B,74.71,0.861,54.59,52.43,904,54.41,2,0
M01103,Plant_D,64.86,0.489,23.77,53.01,1195,63.15,4,0
M01104,Plant_A,83.22,0.454,42.59,52.34,1990,68.35,3,0
M01105,Plant_B,97.55,0.531,38.45,55.11,939,69.67,3,0
M01106,Plant_D,80.18,0.47,25.61,64.44,2782,55.89,1,0
M01107,Plant_A,82.25,0.711,34.01,64.58,702,61.29,3,0
M01108,Plant_B,86.93,0.64,34.37,63.95,2883,63.08,2,0
M01109,Plant_B,67.31,0.712,45.44,43.03,1532,53.38,0,0
M01110,Plant_C,97.03,0.873,29.29,63.99,1933,66.3,1,0
M01111,Plant_A,82.02,0.587,32.9,43.61,466,53.61,4,0
M01112,Plant_A,96.32,0.451,16.31,43.74,355,85.17,3,0
M01113,Plant_D,72.67,0.366,48.88,68.44,2587,69.3,1,0
M01114,Plant_C,98.18,0.549,26.44,64.58,1458,66.34,1,0
M01115,Plant_C,87.75,0.942,37.62,56.57,2582,56.33,1,0
M01116,Plant_C,85.53,0.957,34.19,66.25,789,61.33,3,0
M01117,Plant_C,82.34,0.867,34.22,69.68,407,61.64,4,0
M01118,Plant_A,77.51,0.434,41.48,58.32,2135,99.26,1,0
M01119,Plant_A,92.01,0.788,48.37,58.39,1796,91.77,1,0
M01120,Plant_B,81.4,0.771,37.01,62.63,508,50.76,1,0
M01121,Plant_B,60.33,0.684,40.24,46.96,925,80.84,5,0
M01122,Plant_C,68.83,0.75,37.63,45.01,1291,62.8,3,0
M01123,Plant_C,78.14,0.692,43.14,62.79,2234,55.22,5,0
M01124,Plant_C,83.1,0.765,31.3,50.35,2150,85.28,2,1
M01125,Plant_B,79.43,0.916,43.6,44.05,2519,56.58,4,0
M01126,Plant_D,92.19,0.31,43.88,49.45,1651,72.19,1,0
M01127,Plant_D,60.49,0.95,43.66,50.76,2789,81.61,5,0
M01128,Plant_B,81.44,0.336,29.72,68.96,197,77.72,1,0
M01129,Plant_B,61.82,0.267,33.65,60.94,2817,98.88,5,0
M01130,Plant_B,87.6,1.176,36.92,55.93,1874,89.29,1,0
M01131,Plant_B,79.06,1.157,24.03,69.07,1645,88.71,3,1
M01132,Plant_B,84.2,0.26,47.76,67.09,420,67.78,2,0
M01133,Plant_B,71.36,0.643,34.9,55.36,633,50.42,1,0
M01134,Plant_C,92.79,0.386,37.27,67.17,2967,86.72,5,0
M01135,Plant_C,90.42,0.685,30.38,52.13,2514,99.99,1,0
M01136,Plant_C,85.84,1.03,24.38,46.91,1307,70.29,3,1
M01137,Plant_C,78.7,1.151,30.17,46.98,516,99.28,4,0
M01138,Plant_B,85.8,0.834,36.75,59.87,2876,57.09,4,1
M01139,Plant_D,72.93,0.554,40.39,55.03,1337,64.83,2,0
M01140,Plant_A,88.56,0.803,36.29,59.77,947,58.54,4,0
M01141,Plant_B,96.49,0.512,37.77,60.58,769,73.76,1,0
M01142,Plant_A,90.71,1.11,32.3,40.67,2043,89.85,3,0
M01143,Plant_D,72.7,1.07,38.97,41.62,2280,67.03,1,0
M01144,Plant_C,83.61,0.758,46.86,55.98,2200,95.31,1,0
M01145,Plant_D,67.07,0.525,40.64,45.73,840,77.24,2,0
M01146,Plant_B,85.72,0.493,41.48,58.98,2842,73.27,4,0
M01147,Plant_C,84.51,0.233,37.35,56.57,122,89.35,4,0
M01148,Plant_B,61.3,1.016,22.97,57.57,1754,55.07,4,0
M01149,Plant_C,68.38,0.65,26.64,49.07,559,88.69,5,0
M01150,Plant_A,77.17,0.525,38.64,59.2,749,62.15,1,0
M01151,Plant_A,76.99,0.671,34.91,64.88,581,64.04,3,1
M01152,Plant_A,67.91,1.019,38.52,69.94,219,79.97,3,0
M01153,Plant_D,83.89,0.325,48.41,65.15,772,95.1,1,0
M01154,Plant_B,82.51,1.058,40.81,56.72,2355,78.92,0,0
M01155,Plant_D,78.06,1.098,45.07,45.8,1984,82.45,1,1
M01156,Plant_A,72.44,1.147,35.76,60.44,417,88.83,5,1
M01157,Plant_B,90.49,0.597,28.54,68.13,2485,62.97,4,0
M01158,Plant_A,96.55,0.417,34.54,46.36,2302,91.36,1,0
M01159,Plant_D,75.16,0.574,28.56,47.68,967,70.9,5,0
M01160,Plant_D,73.88,0.533,47.47,44.47,493,58.78,0,0
M01161,Plant_D,84.91,0.376,41.32,62.1,2652,67.51,1,0
M01162,Plant_A,76.42,0.807,39.16,52.2,1070,62.31,4,0
M01163,Plant_B,78.61,0.677,44.89,41.88,412,61.44,2,0
M01164,Plant_B,87.4,1.066,18.84,66.25,1382,64.13,3,0
M01165,Plant_A,60.91,0.232,39.71,56.73,2161,59.05,0,0
M01166,Plant_B,93.18,0.844,24.51,49.93,176,83.39,2,0
M01167,Plant_A,80.73,0.963,34.94,50.32,508,79.0,3,1
M01168,Plant_B,75.89,0.959,32.51,48.71,2541,82.42,2,1
M01169,Plant_C,79.11,1.086,40.29,53.66,2367,67.19,1,0
M01170,Plant_C,79.62,0.929,36.83,50.11,843,88.49,1,0
M01171,Plant_D,62.69,1.128,45.76,56.44,532,56.48,3,0
M01172,Plant_C,94.95,0.533,30.18,63.21,2953,78.56,3,0
M01173,Plant_C,80.41,0.703,40.67,60.23,1578,63.77,1,0
M01174,Plant_C,84.43,0.214,36.3,48.83,1777,76.38,1,0
M01175,Plant_A,89.52,0.207,21.92,55.86,1931,66.18,5,0
M01176,Plant_C,69.79,0.44,27.65,65.2,1087,89.53,3,0
M01177,Plant_C,84.73,0.301,33.8,42.05,1621,94.56,3,0
M01178,Plant_D,77.32,0.46,43.9,42.35,2801,87.13,5,0
M01179,Plant_C,88.47,0.377,38.71,56.69,2964,58.78,3,0
M01180,Plant_C,58.73,0.229,25.66,59.17,1653,63.74,4,0
M01181,Plant_B,79.01,1.109,33.88,46.34,854,95.97,5,1
M01182,Plant_D,73.97,0.208,51.14,62.36,775,71.86,4,0
M01183,Plant_D,84.32,0.936,35.89,59.39,931,97.06,1,0
M01184,Plant_D,84.7,0.352,32.38,67.7,1219,69.62,4,0
M01185,Plant_D,72.92,1.112,38.93,45.07,127,97.59,0,0
M01186,Plant_D,72.88,1.093,41.11,62.54,1353,96.29,1,0
M01187,Plant_D,78.89,0.854,31.35,42.51,515,83.03,0,1
M01188,Plant_A,71.03,0.872,39.02,56.96,2172,50.44,2,0
M01189,Plant_C,88.42,0.205,32.37,56.56,1810,70.02,0,0
M01190,Plant_D,76.31,1.185,40.75,51.65,2820,95.56,2,1
M01191,Plant_C,50.93,1.078,36.36,65.34,641,94.26,0,0
M01192,Plant_C,76.25,1.095,38.86,40.13,264,59.37,2,0
M01193,Plant_A,69.61,0.859,28.93,55.61,2355,69.96,2,1
M01194,Plant_D,63.69,0.545,28.43,46.51,1084,91.78,1,0
M01195,Plant_B,67.63,1.094,42.56,62.3,2761,78.89,3,0
M01196,Plant_A,81.09,0.492,34.36,41.29,472,92.36,3,0
M01197,Plant_B,93.29,0.763,37.28,64.95,717,91.33,1,0
M01198,Plant_C,83.13,0.3,32.55,65.14,168,95.37,2,0
M01199,Plant_C,73.93,1.122,42.19,64.99,1643,55.86,3,0
M01200,Plant_A,84.56,0.341,30.14,44.58,1758,57.26,3,0
M01201,Plant_A,75.41,0.425,33.92,58.91,200,54.14,0,0
M01202,Plant_B,73.05,0.758,41.29,40.43,100,96.76,4,0
M01203,Plant_D,68.46,0.964,44.38,65.44,2498,73.76,1,0
M01204,Plant_B,62.48,0.819,30.81,61.69,2154,53.22,4,0
M01205,Plant_A,76.1,0.432,50.68,55.93,417,66.08,2,0
M01206,Plant_B,81.58,0.201,37.51,61.92,2770,67.57,0,0
M01207,Plant_A,79.03,0.957,26.66,42.83,1978,90.48,3,0
M01208,Plant_B,75.84,1.185,37.95,55.86,2656,86.77,5,1
M01209,Plant_A,70.54,1.01,31.94,48.74,285,84.47,0,0
M01210,Plant_A,86.08,0.66,38.47,69.18,827,51.09,1,0
M01211,Plant_A,66.83,1.104,34.66,65.71,2609,95.53,2,1
M01212,Plant_D,87.76,0.61,35.59,62.0,442,60.78,0,0
M01213,Plant_B,69.98,0.725,27.71,68.01,2782,81.45,0,0
M01214,Plant_B,72.48,0.677,42.92,50.41,812,53.09,0,0
M01215,Plant_B,65.33,0.648,25.75,67.03,2723,54.08,3,0
M01216,Plant_A,74.99,0.975,26.13,49.76,235,50.48,2,0
M01217,Plant_B,89.75,0.727,37.94,61.98,2022,78.3,3,0
M01218,Plant_B,85.16,0.517,47.82,62.09,482,81.47,0,0
M01219,Plant_A,89.78,0.458,32.18,40.55,285,52.52,3,0
M01220,Plant_C,85.22,0.238,40.61,50.83,2786,64.52,3,0
M01221,Plant_A,68.96,0.783,43.59,40.58,1027,92.57,1,0
M01222,Plant_B,76.69,0.43,41.52,69.91,1063,55.07,4,0
M01223,Plant_A,72.2,0.348,32.51,43.67,660,60.83,4,0
M01224,Plant_C,93.31,0.854,26.27,56.28,1289,71.22,1,0
M01225,Plant_A,68.03,0.881,17.34,63.72,997,92.11,1,0
M01226,Plant_B,88.94,0.952,32.9,46.04,2786,62.74,5,1
M01227,Plant_C,88.93,0.704,44.42,54.55,2028,99.86,3,0
M01228,Plant_D,98.3,1.094,26.01,58.22,1937,67.76,5,1
M01229,Plant_B,75.9,1.136,40.6,44.81,2468,69.32,3,0
M01230,Plant_C,87.12,1.007,27.4,63.36,1812,56.11,2,0
M01231,Plant_C,102.82,0.836,35.85,48.98,1838,84.01,4,0
M01232,Plant_D,73.82,0.504,40.66,46.33,1280,62.17,3,0
M01233,Plant_A,64.65,1.183,29.72,56.75,957,81.44,2,0
M01234,Plant_A,61.2,0.474,36.36,52.31,384,61.16,5,0
M01235,Plant_B,87.13,0.403,31.68,67.61,2498,69.39,4,0
M01236,Plant_D,61.17,0.642,40.64,66.4,2230,92.83,2,0
M01237,Plant_A,76.28,0.257,36.88,54.5,1747,86.95,2,0
M01238,Plant_D,84.37,1.178,35.45,50.78,765,57.73,1,0
M01239,Plant_A,81.85,0.788,47.47,49.77,1493,80.39,0,0
M01240,Plant_C,84.25,0.757,40.3,48.03,2688,81.43,0,0
M01241,Plant_A,82.22,0.856,29.48,56.34,2124,54.53,0,0
M01242,Plant_D,92.79,0.697,34.31,64.15,2627,73.29,2,0
M01243,Plant_C,70.48,0.232,34.39,49.32,2360,63.03,3,0
M01244,Plant_C,73.23,0.812,35.64,45.7,1029,73.36,5,0
M01245,Plant_C,72.27,0.916,55.2,54.26,2507,88.85,0,0
M01246,Plant_D,88.3,0.617,37.97,42.07,313,57.91,3,0
M01247,Plant_B,89.0,0.957,18.71,61.04,403,56.17,4,0
M01248,Plant_B,84.51,0.427,30.66,55.55,1503,63.47,5,0
M01249,Plant_B,91.83,0.421,19.54,54.89,299,97.61,5,1
M01250,Plant_D,68.22,0.361,32.36,49.01,2385,87.39,0,0
M01251,Plant_C,96.67,0.572,19.1,67.14,770,50.97,2,0
M01252,Plant_B,95.23,1.047,28.03,42.71,1828,70.05,1,0
M01253,Plant_D,87.36,1.028,22.83,66.09,1349,62.87,2,0
M01254,Plant_B,97.82,0.583,38.07,51.3,978,81.91,5,0
M01255,Plant_A,63.43,0.789,35.0,66.42,350,72.96,3,0
M01256,Plant_B,74.76,0.921,37.42,61.86,2623,98.22,4,0
M01257,Plant_B,72.65,0.441,34.16,43.13,597,60.95,5,0
M01258,Plant_C,87.21,0.368,23.85,64.95,2087,79.39,2,0
M01259,Plant_D,69.5,1.172,39.11,60.47,1077,85.01,5,0
M01260,Plant_C,87.57,0.818,50.38,40.97,2848,91.28,1,0
M01261,Plant_C,93.71,1.181,38.27,44.01,883,70.35,1,0
M01262,Plant_C,86.95,0.538,31.59,59.07,2576,84.35,4,0
M01263,Plant_C,82.84,0.903,23.58,59.88,638,65.16,0,0
M01264,Plant_C,70.12,0.423,27.74,62.4,1000,71.77,2,0
M01265,Plant_B,71.53,0.461,38.62,61.61,1566,94.78,5,0
M01266,Plant_C,92.5,0.712,43.58,59.79,309,97.5,2,0
M01267,Plant_C,87.79,0.52,37.09,62.99,1833,85.94,1,0
M01268,Plant_D,79.61,0.368,41.4,57.25,590,68.72,3,0
M01269,Plant_A,75.82,0.463,40.66,47.82,2618,91.0,2,0
M01270,Plant_B,59.74,0.236,39.05,67.37,1809,51.29,1,0
M01271,Plant_B,69.29,0.904,29.73,40.55,1853,55.14,3,0
M01272,Plant_B,99.11,0.692,36.39,51.0,2715,83.07,0,0
M01273,Plant_C,67.2,0.294,28.21,61.87,2018,64.56,0,0
M01274,Plant_C,81.89,0.372,35.14,52.81,2134,97.57,1,0
M01275,Plant_C,90.07,0.303,37.65,40.75,2811,71.8,1,0
M01276,Plant_D,67.45,0.813,48.43,41.98,2029,71.47,0,0
M01277,Plant_A,81.85,0.294,24.52,59.46,1586,83.9,1,0
M01278,Plant_C,89.38,0.954,38.85,68.95,2697,88.38,4,0
M01279,Plant_A,80.12,0.221,46.85,56.56,2103,73.78,2,0
M01280,Plant_D,108.68,0.449,41.07,55.2,1600,60.7,4,0
M01281,Plant_B,63.31,1.091,41.66,49.55,297,88.67,3,0
M01282,Plant_C,90.59,0.919,39.7,47.7,2067,66.02,1,0
M01283,Plant_A,78.27,0.273,45.39,40.63,620,58.76,1,0
M01284,Plant_A,87.72,1.021,26.3,48.19,1622,81.58,3,0
M01285,Plant_C,84.41,0.693,23.91,53.47,1634,54.52,2,0
M01286,Plant_B,72.67,1.047,34.95,45.94,1813,98.57,0,0
M01287,Plant_B,82.29,0.801,17.71,42.62,1448,81.62,4,0
M01288,Plant_B,61.42,0.882,44.85,61.53,787,99.29,2,0
M01289,Plant_D,86.03,1.194,44.77,66.84,566,66.94,0,0
M01290,Plant_A,82.98,0.432,31.53,68.1,695,98.56,0,0
M01291,Plant_A,86.39,0.824,32.03,58.54,238,57.28,1,0
M01292,Plant_A,90.58,0.66,34.42,41.58,1114,52.03,3,0
M01293,Plant_D,83.68,0.239,35.42,62.23,341,51.65,5,1
M01294,Plant_A,81.48,0.214,36.02,43.3,2463,73.24,1,0
M01295,Plant_D,71.19,0.319,39.47,60.09,2814,54.15,5,0
M01296,Plant_B,72.88,0.849,33.62,63.38,832,75.61,3,1
M01297,Plant_C,91.87,0.767,42.55,61.78,234,66.38,1,0
M01298,Plant_A,94.36,0.753,38.57,68.56,2726,66.78,4,0
M01299,Plant_A,77.62,0.232,30.14,62.14,2586,81.78,1,0
M01300,Plant_B,80.46,0.669,45.68,60.8,2224,58.15,4,0
M01301,Plant_C,70.95,1.125,24.13,47.85,2547,88.33,5,1
M01302,Plant_D,91.73,0.598,34.26,67.74,2521,79.1,2,0
M01303,Plant_C,86.65,0.825,42.74,45.39,1610,95.75,2,0
M01304,Plant_B,99.41,0.98,29.22,67.15,1918,68.24,5,0
M01305,Plant_B,71.22,0.984,37.48,49.38,857,99.14,5,0
M01306,Plant_C,76.22,0.719,39.35,43.9,2896,78.79,1,1
M01307,Plant_D,82.31,1.058,28.12,64.8,2911,98.67,2,1
M01308,Plant_D,86.46,0.591,34.42,40.07,516,51.35,0,0
M01309,Plant_A,77.84,1.089,33.75,64.96,306,86.4,4,0
M01310,Plant_D,71.27,0.44,30.59,47.87,2488,90.83,5,0
M01311,Plant_C,88.81,0.48,53.41,66.54,1743,52.66,3,0
M01312,Plant_B,87.21,0.253,28.9,60.74,2868,78.95,4,0
M01313,Plant_A,70.84,0.996,43.04,59.99,410,90.1,1,1
M01314,Plant_A,93.55,0.617,31.86,50.96,1431,78.05,2,0
M01315,Plant_B,91.7,0.429,26.31,41.78,2772,53.19,2,0
M01316,Plant_D,81.34,0.432,35.82,64.9,1499,84.67,0,0
M01317,Plant_B,80.8,1.101,40.19,45.13,1650,53.03,2,0
M01318,Plant_D,85.54,1.034,42.36,51.17,182,90.87,1,0
M01319,Plant_B,71.38,0.754,47.5,58.01,1700,52.15,1,0
M01320,Plant_C,80.3,0.816,58.56,54.47,1575,56.87,3,1
M01321,Plant_D,58.48,0.674,37.0,45.96,1126,63.76,4,0
M01322,Plant_C,88.76,0.592,29.7,44.22,1579,81.67,4,0
M01323,Plant_A,64.39,1.115,38.62,43.7,2383,98.82,4,0
M01324,Plant_B,95.03,0.326,32.87,65.89,2536,55.89,3,0
M01325,Plant_A,76.7,0.618,42.41,40.95,2540,57.14,3,1
M01326,Plant_A,77.88,0.545,24.62,69.31,1764,68.44,3,1
M01327,Plant_A,73.72,0.698,53.95,45.96,1882,91.81,0,0
M01328,Plant_A,77.12,0.658,41.85,43.31,2894,73.36,3,0
M01329,Plant_B,94.19,0.719,21.53,57.31,2177,66.08,2,0
M01330,Plant_A,55.12,0.34,29.33,42.4,1706,78.06,5,0
M01331,Plant_B,92.77,0.713,41.53,58.07,1081,63.03,0,0
M01332,Plant_B,83.38,0.442,44.41,65.52,704,70.06,2,0
M01333,Plant_C,67.93,0.384,24.82,41.44,2430,66.63,4,0
M01334,Plant_D,69.25,0.265,40.7,64.0,337,90.21,1,0
M01335,Plant_D,96.76,0.963,19.42,51.83,830,96.21,4,1
M01336,Plant_B,70.54,0.627,34.29,44.78,1442,87.98,3,0
M01337,Plant_C,68.47,0.827,43.9,45.28,2094,71.95,1,0
M01338,Plant_B,91.37,0.928,30.59,67.56,1460,75.22,4,1
M01339,Plant_B,83.39,0.879,22.94,43.32,2178,56.25,0,0
M01340,Plant_B,70.62,0.671,36.17,66.0,1077,87.34,3,0
M01341,Plant_C,82.17,0.588,30.16,56.33,1014,79.82,4,0
M01342,Plant_D,69.74,0.576,40.04,41.17,1737,95.12,1,0
M01343,Plant_C,91.01,0.84,27.92,53.93,1728,60.03,2,0
M01344,Plant_A,90.61,0.695,28.82,64.52,2354,87.99,4,0
M01345,Plant_C,85.32,1.049,18.83,61.79,2081,84.23,0,0
M01346,Plant_C,83.62,1.075,36.36,54.66,682,63.29,1,0
M01347,Plant_C,97.61,0.371,33.71,65.8,559,83.37,4,0
M01348,Plant_C,80.0,0.336,25.49,43.61,235,96.22,2,0
M01349,Plant_D,68.18,0.83,36.55,67.3,2076,95.92,3,0
M01350,Plant_A,84.49,0.501,43.22,65.39,1077,85.98,3,1
M01351,Plant_D,100.86,0.219,33.28,61.25,383,52.4,3,0
M01352,Plant_D,69.85,1.089,37.15,64.54,2997,93.61,5,1
M01353,Plant_C,76.39,0.427,37.19,56.31,2498,82.89,1,0
M01354,Plant_B,84.16,1.129,25.37,60.25,116,65.52,5,0
M01355,Plant_B,79.46,0.917,51.45,56.82,1338,59.36,2,0
M01356,Plant_D,70.18,0.963,31.23,50.66,1522,55.81,2,0
M01357,Plant_D,91.22,0.401,40.25,57.07,2561,52.51,4,0
M01358,Plant_C,103.2,0.434,41.15,47.72,1367,87.71,3,1
M01359,Plant_D,81.96,0.721,33.88,53.21,2153,61.79,1,0
M01360,Plant_C,70.96,0.372,39.85,48.42,879,51.21,5,0
M01361,Plant_B,64.51,0.505,36.97,43.69,2234,69.86,5,0
M01362,Plant_B,82.58,0.521,23.66,49.66,2336,74.13,3,0
M01363,Plant_A,91.04,0.36,32.34,65.56,1739,58.46,5,0
M01364,Plant_B,84.75,0.405,30.1,51.43,519,52.2,3,0
M01365,Plant_D,79.98,0.989,31.31,62.44,1926,59.46,4,0
M01366,Plant_B,74.11,0.367,24.57,45.26,2395,83.96,4,1
M01367,Plant_C,69.08,0.228,44.01,52.73,959,54.11,4,0
M01368,Plant_B,88.35,0.829,47.82,43.45,306,77.75,0,0
M01369,Plant_A,89.14,1.176,42.82,44.16,2571,57.32,0,0
M01370,Plant_B,64.54,0.531,45.16,58.52,2696,59.78,5,0
M01371,Plant_C,95.9,0.319,32.24,58.22,2634,69.65,1,0
M01372,Plant_C,85.74,0.77,29.91,46.4,2280,55.04,1,0
M01373,Plant_D,94.0,1.106,28.77,54.23,2140,58.66,4,0
M01374,Plant_B,66.58,0.984,40.15,65.9,214,67.45,2,0
M01375,Plant_C,66.34,0.823,36.82,45.23,2524,66.48,1,0
M01376,Plant_A,78.51,0.515,34.38,40.58,310,87.46,5,1
M01377,Plant_D,85.03,0.742,45.36,59.56,231,53.74,0,0
M01378,Plant_A,97.96,0.291,38.24,41.6,1497,93.02,5,0
M01379,Plant_B,87.06,0.879,28.29,69.4,253,90.81,5,1
M01380,Plant_B,77.57,0.925,29.55,58.29,1019,88.3,0,0
M01381,Plant_B,69.74,1.165,40.46,54.11,1546,65.47,3,1
M01382,Plant_D,92.3,0.46,43.33,52.9,1051,91.14,4,1
M01383,Plant_C,70.35,0.218,39.41,57.19,2953,59.14,5,0
M01384,Plant_D,96.28,0.746,50.18,42.72,1489,56.22,2,0
M01385,Plant_A,77.16,0.907,48.08,67.9,1817,52.25,4,0
M01386,Plant_D,95.91,0.99,38.53,58.77,246,96.97,0,0
M01387,Plant_A,86.79,0.394,28.29,45.52,1917,65.4,2,0
M01388,Plant_D,78.63,0.462,24.52,56.88,814,95.88,1,0
M01389,Plant_C,74.81,0.713,31.9,44.0,1696,63.63,3,0
M01390,Plant_A,76.59,0.531,41.03,40.53,2378,95.38,5,0
M01391,Plant_B,84.28,1.061,49.61,58.92,2598,95.2,0,0
M01392,Plant_B,80.77,0.674,38.34,59.45,1623,96.18,3,0
M01393,Plant_D,74.06,1.0,44.35,57.51,1006,74.81,5,1
M01394,Plant_B,78.34,0.781,33.04,45.5,1746,93.3,5,1
M01395,Plant_A,80.79,0.973,39.98,58.1,1824,97.54,4,1
M01396,Plant_B,58.71,0.533,41.59,41.7,2130,66.23,2,0
M01397,Plant_C,84.58,1.031,19.16,58.28,2254,70.94,4,0
M01398,Plant_C,70.2,0.475,31.69,56.62,2240,85.96,3,0
M01399,Plant_D,68.47,0.746,42.6,59.66,1759,65.02,0,0
M01400,Plant_A,63.13,0.414,37.2,66.86,928,87.69,3,0
M01401,Plant_C,62.06,0.676,25.43,65.51,2287,53.69,0,0
M01402,Plant_C,66.45,0.518,15.56,69.42,1437,76.17,3,0
M01403,Plant_A,72.91,0.467,32.07,69.29,110,56.12,4,0
M01404,Plant_B,99.53,1.167,34.43,63.17,2595,64.67,3,0
M01405,Plant_B,74.74,0.36,27.93,68.69,2542,62.93,1,0
M01406,Plant_D,81.78,0.987,36.14,66.02,1628,91.95,4,0
M01407,Plant_B,84.0,1.184,39.05,61.83,477,59.68,3,1
M01408,Plant_A,81.31,0.22,40.37,42.26,460,90.42,3,0
M01409,Plant_C,79.23,0.899,16.15,41.47,2830,89.7,2,1
M01410,Plant_B,68.05,0.453,24.49,65.13,1671,74.94,4,0
M01411,Plant_D,94.51,0.24,32.56,54.69,741,61.69,2,0
M01412,Plant_B,98.07,0.603,39.58,64.44,672,61.34,4,1
M01413,Plant_A,63.17,1.135,38.91,49.39,2055,73.25,0,1
M01414,Plant_D,69.76,0.212,38.77,51.93,1684,50.44,4,0
M01415,Plant_B,77.2,0.788,31.93,61.01,1022,76.57,4,0
M01416,Plant_D,70.35,0.701,32.38,67.46,2543,97.64,3,0
M01417,Plant_A,85.06,1.073,29.17,42.63,2333,57.74,1,1
M01418,Plant_C,72.72,0.284,41.15,65.84,1641,78.67,5,0
M01419,Plant_A,101.65,0.882,27.64,63.79,1914,98.09,4,0
M01420,Plant_A,91.91,0.88,41.8,49.47,2518,93.03,2,0
M01421,Plant_A,82.13,0.869,36.66,50.66,1989,92.52,1,0
M01422,Plant_A,90.27,1.142,34.64,41.39,1999,91.09,4,0
M01423,Plant_C,91.06,1.023,29.75,40.47,1327,65.45,1,0
M01424,Plant_C,74.36,0.242,24.16,54.31,2755,94.53,0,0
M01425,Plant_D,71.84,0.671,29.82,42.87,2429,97.07,1,0
M01426,Plant_B,80.78,0.598,32.36,45.82,1539,74.79,0,0
M01427,Plant_C,88.62,0.51,16.05,65.4,1156,67.73,1,0
M01428,Plant_C,81.39,0.651,33.42,57.13,2229,70.71,1,0
M01429,Plant_B,64.23,0.584,42.39,59.01,1606,66.71,2,0
M01430,Plant_C,71.97,0.632,39.54,45.62,2295,60.62,5,0
M01431,Plant_A,79.26,1.179,31.03,64.86,1730,80.92,2,0
M01432,Plant_A,79.24,0.289,35.38,66.04,1064,78.13,3,0
M01433,Plant_B,99.73,1.122,30.55,55.7,1091,73.13,1,0
M01434,Plant_D,66.14,0.68,36.19,67.38,594,54.79,0,0
M01435,Plant_D,85.06,0.824,47.32,65.34,1293,89.84,1,0
M01436,Plant_B,94.89,1.03,42.75,61.94,2870,58.75,4,0
M01437,Plant_B,102.71,0.56,39.17,62.02,802,55.73,0,0
M01438,Plant_A,75.96,0.63,31.06,43.16,1130,81.15,4,1
M01439,Plant_D,84.91,0.61,41.0,48.13,1503,69.93,3,0
M01440,Plant_C,85.7,0.575,21.5,42.01,925,52.99,4,0
M01441,Plant_A,81.95,1.126,32.98,40.26,2581,67.78,3,0
M01442,Plant_B,79.01,1.029,39.67,44.75,1157,88.59,3,0
M01443,Plant_D,84.36,0.309,40.92,66.41,662,80.76,3,0
M01444,Plant_C,54.68,0.308,40.36,47.2,2285,68.14,4,0
M01445,Plant_C,86.82,0.628,37.36,69.1,466,59.59,3,0
M01446,Plant_A,81.26,0.299,33.43,57.92,2253,81.59,3,0
M01447,Plant_D,77.78,0.819,39.3,47.12,893,94.38,2,1
M01448,Plant_D,100.47,0.344,27.38,54.91,735,82.31,5,0
M01449,Plant_B,73.25,0.722,28.24,46.57,1805,90.65,1,0
M01450,Plant_D,75.97,0.207,35.49,69.52,1086,76.08,3,0
M01451,Plant_D,99.92,0.517,36.39,65.42,1057,85.9,0,0
M01452,Plant_A,71.68,0.877,20.4,40.79,954,94.81,0,1
M01453,Plant_D,74.5,0.684,38.64,68.43,2225,88.66,2,0
M01454,Plant_C,78.53,1.178,41.18,61.63,1669,95.49,4,1
M01455,Plant_A,88.41,1.074,34.38,42.47,2356,71.56,4,0
M01456,Plant_A,82.08,0.559,54.0,60.12,1534,95.21,4,0
M01457,Plant_B,67.07,0.245,29.54,59.41,107,81.08,3,0
M01458,Plant_D,74.68,1.046,32.11,46.56,836,93.5,5,1
M01459,Plant_B,73.93,1.111,31.84,62.75,2374,51.97,5,0
M01460,Plant_C,79.23,1.021,34.39,42.61,2322,82.89,4,0
M01461,Plant_A,84.26,0.328,32.37,54.68,180,92.4,4,0
M01462,Plant_A,84.18,1.198,23.75,40.3,1258,58.71,1,1
M01463,Plant_A,62.24,0.459,30.63,69.06,337,83.09,5,1
M01464,Plant_C,90.64,0.924,34.22,62.55,1595,91.25,3,0
M01465,Plant_C,82.53,1.108,44.83,44.77,1149,64.4,3,0
M01466,Plant_B,93.85,0.436,52.62,50.25,286,70.26,0,0
M01467,Plant_B,84.44,1.108,45.68,44.82,2005,78.48,0,0
M01468,Plant_B,91.01,0.509,28.8,63.0,729,75.96,1,0
M01469,Plant_D,84.67,1.176,29.43,41.77,1832,51.96,2,0
M01470,Plant_A,93.46,0.481,33.73,65.21,914,54.93,3,1
M01471,Plant_A,85.22,1.153,49.28,68.27,713,55.02,0,0
M01472,Plant_B,79.02,0.254,33.68,60.3,1286,63.11,4,0
M01473,Plant_A,102.72,0.909,24.38,46.39,2325,62.29,3,1
M01474,Plant_B,88.89,0.732,30.99,50.8,1084,87.11,3,0
M01475,Plant_D,85.74,0.678,41.06,54.32,2427,78.64,3,0
M01476,Plant_D,67.24,0.423,40.52,58.14,897,88.2,5,0
M01477,Plant_C,67.12,0.906,33.4,60.06,1177,53.49,0,0
